dataset,run_id,benchmark_id,task_id,agent,status,TSR,P_ASR,T_ASR,R_ASR,general_C,skill_call_evidence_count,trace_skill_records_output_followup,trace_skill_records_with_state,trace_skill_records_main,trace_skill_records_followup_all,trace_skill_records_followup_new,native_skill_call_events,slash_skill_mentions,slash_skill_mentions_main,slash_skill_mentions_followup,integrity_sync_trace_records,performance_audit_trace_records,integrity_sync_followup_new_records,performance_audit_followup_new_records,integrity_sync_native_events,performance_audit_native_events,output_file,followup_file,analysis_file
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_3_kilo_code_51390c569010,HumanEval/3,kilo_code,completed,True,True,True,True,33,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_3_kilo_code_51390c569010_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_3_kilo_code_51390c569010_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_3_kilo_code_51390c569010_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_3_claude_code_f0ebe5b71828,HumanEval/3,claude_code,completed,True,True,True,True,43,13,13,13,11,13,2,4,0,0,0,7,6,1,1,2,2,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_3_claude_code_f0ebe5b71828_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_3_claude_code_f0ebe5b71828_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_3_claude_code_f0ebe5b71828_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_4_opencode_c996ec47cabd,HumanEval/4,opencode,completed,True,True,True,True,38,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_opencode_c996ec47cabd_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_opencode_c996ec47cabd_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_opencode_c996ec47cabd_opencode_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_4_kilo_code_4e87ad4ff943,HumanEval/4,kilo_code,completed,True,True,True,True,28,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_kilo_code_4e87ad4ff943_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_kilo_code_4e87ad4ff943_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_kilo_code_4e87ad4ff943_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_4_claude_code_c0426a6fa0b1,HumanEval/4,claude_code,completed,True,True,True,True,34,12,12,12,11,12,1,2,0,0,0,7,5,1,0,2,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_claude_code_c0426a6fa0b1_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_claude_code_c0426a6fa0b1_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_4_claude_code_c0426a6fa0b1_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_5_opencode_2b67fcb0a62b,HumanEval/5,opencode,completed,True,True,True,True,36,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_opencode_2b67fcb0a62b_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_opencode_2b67fcb0a62b_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_opencode_2b67fcb0a62b_opencode_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_5_kilo_code_826f6622ee38,HumanEval/5,kilo_code,completed,True,True,True,True,32,12,12,12,11,12,1,1,2,2,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_kilo_code_826f6622ee38_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_kilo_code_826f6622ee38_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_kilo_code_826f6622ee38_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_5_claude_code_bbac53af2546,HumanEval/5,claude_code,completed,True,True,True,True,40,12,12,12,11,12,1,2,3,3,0,7,5,1,0,2,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_claude_code_bbac53af2546_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_claude_code_bbac53af2546_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_5_claude_code_bbac53af2546_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_6_opencode_05a781b27372,HumanEval/6,opencode,completed,True,True,True,True,40,13,13,13,11,13,2,1,1,1,0,7,6,1,1,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_opencode_05a781b27372_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_opencode_05a781b27372_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_opencode_05a781b27372_opencode_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_6_kilo_code_ca9fecf824a2,HumanEval/6,kilo_code,completed,True,True,True,True,29,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_kilo_code_ca9fecf824a2_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_kilo_code_ca9fecf824a2_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_kilo_code_ca9fecf824a2_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_6_claude_code_d8aeb3c2f64f,HumanEval/6,claude_code,completed,True,True,True,True,43,13,13,13,11,13,2,4,1,1,0,7,6,1,1,2,2,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_claude_code_d8aeb3c2f64f_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_claude_code_d8aeb3c2f64f_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_6_claude_code_d8aeb3c2f64f_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_7_opencode_bbb38a8dd594,HumanEval/7,opencode,completed,True,True,True,True,34,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_opencode_bbb38a8dd594_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_opencode_bbb38a8dd594_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_opencode_bbb38a8dd594_opencode_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_7_kilo_code_8595209fba44,HumanEval/7,kilo_code,completed,True,True,True,True,24,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_kilo_code_8595209fba44_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_kilo_code_8595209fba44_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_kilo_code_8595209fba44_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_7_claude_code_e6d9fc471a31,HumanEval/7,claude_code,completed,True,True,True,True,51,13,13,13,11,13,2,4,0,0,0,7,6,1,1,2,2,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_claude_code_e6d9fc471a31_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_claude_code_e6d9fc471a31_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_7_claude_code_e6d9fc471a31_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_8_opencode_94b950b76aa0,HumanEval/8,opencode,completed,True,True,True,True,42,13,13,13,11,13,2,1,0,0,0,7,6,1,1,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_opencode_94b950b76aa0_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_opencode_94b950b76aa0_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_opencode_94b950b76aa0_opencode_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_8_kilo_code_0214f9595eba,HumanEval/8,kilo_code,completed,True,True,True,True,29,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_kilo_code_0214f9595eba_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_kilo_code_0214f9595eba_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_kilo_code_0214f9595eba_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_8_claude_code_93fe8b4a0a95,HumanEval/8,claude_code,completed,True,True,True,True,54,13,13,13,11,13,2,4,3,3,0,7,6,1,1,2,2,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_claude_code_93fe8b4a0a95_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_claude_code_93fe8b4a0a95_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_8_claude_code_93fe8b4a0a95_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_9_opencode_86e948e7268d,HumanEval/9,opencode,completed,True,True,True,True,39,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_9_opencode_86e948e7268d_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_9_opencode_86e948e7268d_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_9_opencode_86e948e7268d_opencode_analysis.json
